@relation WalkForward_0_BOOKKEEPER_TRAINING-SET_R[4.0.0]-weka.filters.unsupervised.attribute.Remove-R2

@attribute Version {4.0.0}
@attribute NR numeric
@attribute NAUTHORS numeric
@attribute LOC numeric
@attribute LOC_ADDED numeric
@attribute AVGLOCADDED numeric
@attribute MAXLOCADDED numeric
@attribute LOCTOUCHED numeric
@attribute CHURN numeric
@attribute AVGCHURN numeric
@attribute MAXCHURN numeric
@attribute NPBM numeric
@attribute NPVM numeric
@attribute NSM numeric
@attribute NAM numeric
@attribute LOCM numeric
@attribute BUGGY {YES,NO}

@data
4.0.0,3,3,132,139,46.333332,75,146,75,25,75,2,1,0,3,48,NO
4.0.0,8,3,533,556,69.5,521,579,14,1.75,7,19,5,0,24,101,NO
4.0.0,9,3,603,683,75.888885,573,763,34,3.777778,11,15,1,0,16,119,NO
4.0.0,1,1,148,148,148,148,148,0,0,0,20,0,4,22,13,NO
4.0.0,3,2,174,184,61.333332,173,194,1,0.333333,1,4,1,0,5,54,NO
4.0.0,3,2,148,158,52.666668,147,168,1,0.333333,1,5,1,0,6,47,NO
4.0.0,6,3,92,834,139,763,1576,679,113.166664,675,1,0,1,1,38,NO
4.0.0,6,3,234,438,73,209,642,25,4.166666,23,3,4,3,7,35,NO
4.0.0,3,3,54,59,19.666666,54,64,0,0,0,1,0,2,2,21,NO
4.0.0,2,2,38,43,21.5,38,48,0,0,0,1,0,1,1,18,NO
4.0.0,2,2,98,102,51,98,106,0,0,0,3,0,0,3,37,NO
4.0.0,3,2,39,49,16.333334,38,59,1,0.333333,1,2,0,0,2,15,NO
4.0.0,3,3,69,98,32.666668,94,127,25,8.333333,25,3,0,3,3,29,NO
4.0.0,1,1,94,94,94,94,94,0,0,0,3,0,1,3,41,NO
4.0.0,1,1,72,72,72,72,72,0,0,0,3,0,0,3,32,NO
4.0.0,1,1,42,42,42,42,42,0,0,0,3,0,0,3,31,NO
4.0.0,3,2,48,56,18.666666,48,64,0,0,0,1,0,0,1,33,NO
4.0.0,2,2,63,67,33.5,63,71,0,0,0,2,0,0,2,43,NO
4.0.0,2,2,237,257,128.5,237,277,0,0,0,11,0,0,11,175,NO
4.0.0,3,2,133,139,46.333332,133,145,0,0,0,4,0,0,4,21,NO
4.0.0,4,2,137,150,37.5,136,163,1,0.25,1,3,0,0,3,22,NO
4.0.0,3,2,177,181,60.333332,176,185,1,0.333333,1,8,2,1,10,28,NO
4.0.0,2,2,46,47,23.5,46,48,0,0,0,0,0,0,0,16,NO
4.0.0,5,3,128,137,27.4,127,146,1,0.2,1,2,0,2,3,22,NO
4.0.0,3,2,149,152,50.666668,148,155,1,0.333333,1,12,0,0,13,60,NO
4.0.0,2,2,58,59,29.5,58,60,0,0,0,1,0,0,1,26,NO
4.0.0,2,2,149,152,76,149,155,0,0,0,2,0,0,2,55,NO
4.0.0,2,2,74,78,39,74,82,0,0,0,5,0,0,5,20,NO
4.0.0,1,1,37,37,37,37,37,0,0,0,0,0,0,0,20,NO
4.0.0,2,2,38,40,20,38,42,0,0,0,0,0,0,0,21,NO
4.0.0,2,2,39,40,20,39,41,0,0,0,0,0,0,0,21,NO
4.0.0,4,2,96,107,26.75,95,118,1,0.25,1,3,0,0,3,34,NO
4.0.0,3,2,88,91,30.333334,87,94,1,0.333333,1,4,0,0,4,34,NO
4.0.0,4,2,71,78,19.5,70,85,1,0.25,1,1,0,0,1,24,NO
4.0.0,4,2,114,123,30.75,113,132,1,0.25,1,3,1,0,4,39,NO
4.0.0,6,3,336,414,69,329,492,7,1.166667,3,5,0,0,7,144,NO
4.0.0,4,2,84,93,23.25,83,102,1,0.25,1,1,0,0,1,28,NO
4.0.0,3,2,58,63,21,58,68,0,0,0,1,0,0,1,18,NO
4.0.0,4,2,123,130,32.5,122,137,1,0.25,1,1,0,0,1,47,NO
4.0.0,1,1,369,369,369,369,369,0,0,0,16,1,4,19,139,NO
4.0.0,5,2,231,243,48.6,224,255,7,1.4,6,3,0,0,5,86,NO
4.0.0,4,2,586,645,161.25,585,704,1,0.25,1,21,3,0,29,170,NO
4.0.0,5,2,366,390,78,365,414,1,0.2,1,9,0,0,9,128,NO
4.0.0,4,2,99,108,27,98,117,1,0.25,1,1,0,0,1,36,NO
4.0.0,1,1,41,41,41,41,41,0,0,0,0,0,0,1,16,NO
4.0.0,2,2,66,79,39.5,65,92,1,0.5,1,5,0,0,7,18,NO
4.0.0,3,3,54,55,18.333334,45,56,9,3,9,2,0,0,2,24,NO
4.0.0,2,2,47,51,25.5,47,55,0,0,0,2,0,0,2,31,NO
4.0.0,4,3,183,203,50.75,185,223,2,0.5,2,15,1,7,16,59,NO
4.0.0,1,1,49,49,49,49,49,0,0,0,2,0,2,2,15,NO
4.0.0,1,1,50,50,50,50,50,0,0,0,2,0,0,2,15,NO
4.0.0,2,2,98,100,50,97,102,1,0.5,1,4,0,2,5,15,NO
4.0.0,1,1,138,138,138,138,138,0,0,0,9,0,1,9,46,NO
4.0.0,1,1,43,43,43,43,43,0,0,0,3,0,2,3,15,NO
4.0.0,1,1,42,42,42,42,42,0,0,0,2,0,0,2,15,NO
4.0.0,1,1,56,56,56,56,56,0,0,0,3,0,3,3,19,NO
4.0.0,2,2,162,163,81.5,162,164,0,0,0,4,0,1,4,25,NO
4.0.0,2,2,6367,12222,6111,6127,18077,272,136,272,432,28,66,460,146,NO
4.0.0,2,2,153,155,77.5,153,157,0,0,0,6,0,6,6,30,NO
4.0.0,1,1,43,43,43,43,43,0,0,0,2,0,2,2,18,NO
4.0.0,2,2,41,42,21,41,43,0,0,0,2,0,2,2,19,NO
4.0.0,3,2,105,155,51.666668,104,205,1,0.333333,1,3,0,0,5,17,NO
4.0.0,5,3,105,148,29.6,103,191,2,0.4,1,3,0,1,3,15,NO
4.0.0,4,3,92,126,31.5,91,160,1,0.25,1,3,0,1,3,15,NO
4.0.0,3,2,101,151,50.333332,100,201,1,0.333333,1,3,0,1,3,18,NO
4.0.0,1,1,45,45,45,45,45,0,0,0,1,0,1,1,17,NO
4.0.0,2,2,289,290,145,289,291,0,0,0,33,0,0,37,50,NO
4.0.0,2,2,32,35,17.5,31,38,1,0.5,1,1,0,0,1,15,NO
4.0.0,1,1,111,111,111,111,111,0,0,0,5,0,0,7,18,NO
4.0.0,2,2,35,36,18,35,37,0,0,0,0,0,0,0,17,NO
4.0.0,1,1,81,81,81,81,81,0,0,0,5,0,0,5,16,NO
4.0.0,1,1,27,27,27,27,27,0,0,0,3,0,0,3,15,NO
4.0.0,1,1,28,28,28,28,28,0,0,0,2,0,0,2,15,NO
4.0.0,2,2,29,30,15,29,31,0,0,0,2,0,0,2,15,NO
4.0.0,4,3,566,600,150,561,634,5,1.25,4,26,0,0,33,147,NO
4.0.0,2,2,64,80,40,64,96,0,0,0,4,0,0,4,15,NO
4.0.0,2,2,29,30,15,29,31,0,0,0,1,0,0,1,19,NO
4.0.0,2,2,64,65,32.5,64,66,0,0,0,3,0,0,3,15,NO
4.0.0,2,2,37,40,20,37,43,0,0,0,1,0,0,1,23,NO
4.0.0,2,2,68,79,39.5,68,90,0,0,0,3,0,0,3,15,NO
4.0.0,3,2,154,165,55,153,176,1,0.333333,1,4,0,0,4,30,NO
4.0.0,2,2,72,73,36.5,72,74,0,0,0,3,0,0,3,15,NO
4.0.0,6,3,385,400,66.666664,364,415,21,3.5,14,6,0,2,12,67,NO
4.0.0,2,2,76,78,39,76,80,0,0,0,1,0,0,1,29,NO
4.0.0,3,2,159,163,54.333332,158,167,1,0.333333,1,7,0,1,7,29,NO
4.0.0,3,2,737,886,295.33334,736,1035,1,0.333333,1,23,2,0,28,117,NO
4.0.0,2,2,74,76,38,74,78,0,0,0,5,0,0,5,17,NO
4.0.0,3,2,94,97,32.333332,93,100,1,0.333333,1,6,0,0,6,21,NO
4.0.0,1,1,22,22,22,22,22,0,0,0,1,0,0,1,15,NO
4.0.0,3,2,427,439,146.33333,426,451,1,0.333333,1,9,5,1,16,59,NO
4.0.0,1,1,62,62,62,62,62,0,0,0,0,0,0,0,15,NO
4.0.0,2,2,58,59,29.5,58,60,0,0,0,4,0,0,4,19,NO
4.0.0,2,2,91,96,48,91,101,0,0,0,6,0,0,6,63,NO
4.0.0,2,2,27,28,14,27,29,0,0,0,1,0,0,1,19,NO
4.0.0,2,2,77,79,39.5,77,81,0,0,0,6,0,0,6,27,NO
4.0.0,3,2,704,742,247.33333,703,780,1,0.333333,1,22,1,0,29,232,NO
4.0.0,2,2,63,67,33.5,63,71,0,0,0,3,0,0,3,39,NO
4.0.0,1,1,37,37,37,37,37,0,0,0,2,0,0,2,15,NO
4.0.0,2,2,64,65,32.5,64,66,0,0,0,4,0,0,4,26,NO
4.0.0,2,2,124,127,63.5,124,130,0,0,0,7,0,0,7,17,NO
4.0.0,4,2,160,167,41.75,159,174,1,0.25,1,5,0,1,7,21,NO
4.0.0,2,2,36,41,20.5,36,46,0,0,0,2,0,0,2,16,NO
4.0.0,2,2,58,60,30,57,62,1,0.5,1,1,0,0,1,16,NO
4.0.0,1,1,62,62,62,62,62,0,0,0,3,0,0,3,15,NO
4.0.0,4,2,130,142,35.5,129,154,1,0.25,1,3,0,0,3,30,NO
4.0.0,2,2,74,76,38,73,78,1,0.5,1,1,0,0,1,19,NO
4.0.0,3,2,83,86,28.666666,82,89,1,0.333333,1,4,0,0,4,15,NO
4.0.0,1,1,74,74,74,74,74,0,0,0,3,0,0,3,18,NO
4.0.0,2,2,48,50,25,48,52,0,0,0,0,0,0,0,26,NO
4.0.0,2,2,60,61,30.5,60,62,0,0,0,1,0,0,2,24,NO
4.0.0,3,2,70,76,25.333334,70,82,0,0,0,4,0,0,4,23,NO
4.0.0,4,2,183,202,50.5,180,221,3,0.75,3,12,0,0,12,24,NO
4.0.0,1,1,53,53,53,53,53,0,0,0,0,0,0,1,18,NO
4.0.0,4,2,452,472,118,450,492,2,0.5,1,22,2,0,28,78,NO
4.0.0,1,1,39,39,39,39,39,0,0,0,1,0,0,1,15,NO
4.0.0,2,2,78,82,41,78,86,0,0,0,1,0,0,5,21,NO
4.0.0,2,2,64,65,32.5,64,66,0,0,0,3,0,0,3,23,NO
4.0.0,2,2,31,32,16,31,33,0,0,0,1,0,0,1,20,NO
4.0.0,2,2,57,61,30.5,57,65,0,0,0,2,0,0,2,40,NO
4.0.0,2,2,104,111,55.5,104,118,0,0,0,6,0,0,6,76,NO
4.0.0,1,1,32,32,32,32,32,0,0,0,2,0,1,2,15,NO
4.0.0,3,2,227,279,93,226,331,1,0.333333,1,5,3,0,12,15,NO
4.0.0,4,3,197,208,52,187,219,10,2.5,9,12,1,0,16,39,NO
4.0.0,2,2,75,81,40.5,75,87,0,0,0,3,0,0,3,51,NO
4.0.0,1,1,28,28,28,28,28,0,0,0,2,0,0,2,15,NO
4.0.0,2,2,52,54,27,52,56,0,0,0,0,0,0,2,16,NO
4.0.0,3,2,429,506,168.66667,428,583,1,0.333333,1,18,0,0,20,45,NO
4.0.0,2,2,104,134,67,104,164,0,0,0,10,0,0,10,15,NO
4.0.0,1,1,35,35,35,35,35,0,0,0,1,0,2,2,15,NO
4.0.0,2,2,98,99,49.5,98,100,0,0,0,12,0,0,12,15,NO
4.0.0,3,2,79,94,31.333334,78,109,1,0.333333,1,4,0,2,4,20,NO
